what,kind,bundleId,bundleVersion,description,time
activated,editor,com.android.ide.eclipse.adt,22.2.1.v201309180102-833290,"com.android.ide.eclipse.editors.CommonXmlEditor",1385378614329
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1385378629040
activated,editor,com.android.ide.eclipse.adt,22.2.1.v201309180102-833290,"com.android.ide.eclipse.editors.CommonXmlEditor",1385378631126
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1385378639435
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1385378641968
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1385378645919
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385378646298
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385378647752
activated,editor,com.android.ide.eclipse.adt,22.2.1.v201309180102-833290,"com.android.ide.eclipse.editors.CommonXmlEditor",1385378652132
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1385378656067
activated,editor,com.android.ide.eclipse.adt,22.2.1.v201309180102-833290,"com.android.ide.eclipse.editors.CommonXmlEditor",1385378657119
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1385378662739
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1385378690759
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1385378694738
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385378695145
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385378696546
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385378715811
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385378721529
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385378724246
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385378752518
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385378757692
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385378760537
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385378761661
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385379354047
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385379355384
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385379388465
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385379389221
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385379444841
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385379445624
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385379458261
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385379459579
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385379647145
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385379648241
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385379738327
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385379740786
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385379742326
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.200.20111228-1245,"org.eclipse.m2e.logback.configuration",1385379743132
stopped,bundle,org.eclipse.m2e.discovery,1.0.200.20111228-1245,"org.eclipse.m2e.discovery",1385379743132
stopped,bundle,org.eclipse.m2e.refactoring,1.0.200.20111228-1245,"org.eclipse.m2e.refactoring",1385379743133
stopped,bundle,org.eclipse.m2e.editor,1.0.200.20111228-1245,"org.eclipse.m2e.editor",1385379743134
stopped,bundle,org.eclipse.m2e.editor.xml,1.0.200.20111228-1245,"org.eclipse.m2e.editor.xml",1385379743135
stopped,bundle,org.eclipse.m2e.jdt,1.0.200.20111228-1245,"org.eclipse.m2e.jdt",1385379743136
stopped,bundle,org.eclipse.m2e.launching,1.0.200.20111228-1245,"org.eclipse.m2e.launching",1385379743136
stopped,bundle,org.eclipse.m2e.usagedata,1.0.200.20111228-1245,"org.eclipse.m2e.usagedata",1385379743136
stopped,bundle,overlay.com.android.ide.eclipse.adt.overlay,22.2.1.v201309180102-833290,"overlay.com.android.ide.eclipse.adt.overlay",1385379743137
stopped,bundle,com.android.ide.eclipse.ndk,22.2.1.v201309180102-833290,"com.android.ide.eclipse.ndk",1385379743137
